,eco_prob_0,eco_prob_1,eco_prob_2,eco_prob_3,eco_prob_4,eco_prob_5,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,lgd_vill_1,subdistric,district,village_id
0,6.09844375385856e-76,1.0276011771725112e-127,0.0,3.082188892667798e-139,1.0,0.0,1.557144150513111,8.470241751997065,10.230600090973516,1.185172625118179,2.1240824010480694,-1.268522375013042,-2.9268640101995174,-2.907313111806026,3.5277376902958633,2.843525183279884,-1.585755266467079,0.4505400514594077,0.9200258078179769,-0.40225567040116617,0.22637314823335253,2.4649062097350525,-0.8824017280717447,-0.8370903936379679,-0.1278966579334015,-0.21459427828834715,272744.0,Demdema,West Garo Hills,272744
1,3.042926923735328e-102,7.5038102887165e-173,0.0,1.4898851079194016e-248,1.0,0.0,2.41137570450967,8.374772579902809,15.08688975179747,0.7965718629851944,2.6006126930809605,-1.5330052752869439,-4.358881522405415,-4.219242331648479,4.032051485651063,2.568666729131546,-2.938797343845019,-0.14121914052498685,2.462271745262291,0.2172045015887771,-0.16295730132116099,3.8469033592662156,-0.9261708533839269,-1.181206210527362,0.2060809117364349,-0.579830405468101,272745.0,Demdema,West Garo Hills,272745
2,6.05102454302956e-22,6.784921348823393e-82,0.0,0.0005994918143568495,0.999400508185641,0.0,-2.2060718220422686,9.188099676600961,-1.0021372747619388,1.0567954711279985,-0.40280743661788926,0.23762194848825216,0.5996114910413255,-0.8381643446674466,2.0476825708204336,2.1998628068458967,0.8166142554010586,1.9162030657264295,-3.248439484141248,-1.8012717766038306,-0.37174376220114574,0.3371119698158586,-1.3682392807049981,0.32795738466434937,-0.16370245579135206,1.456370257770537,272746.0,Demdema,West Garo Hills,272746
3,2.19374318963882e-30,9.610532185620842e-83,0.0,2.1094875787155847e-10,0.9999999997890541,0.0,-1.5430033808396806,8.38550407309301,2.0627220769031838,1.957903405952644,0.27945254594024915,-0.1679913867859979,-0.7614919399047658,-1.4742079764471523,1.758990875489135,1.046730883540411,0.31096821026839977,1.0886604708922407,-1.0015184032042415,-1.3607657961762853,0.3423059347929487,-0.21474951374223777,-1.5059910414079944,0.31316087519336894,-0.13104197517860353,1.1106601150970796,272747.0,Demdema,West Garo Hills,272747
4,3.2179646889329014e-103,1.0885673591365e-173,0.0,1.1387386970858266e-262,1.0,0.0,2.7310494920956936,8.724840320269925,14.93474793534835,0.3033275411525064,2.4511081193879063,-1.4980149710380541,-4.193346964964343,-4.459268478525199,4.550744126044487,3.2869066569944487,-2.752024460073646,-0.6528974619023318,3.55960452813654,0.5722234351882614,-0.5327384825427178,2.996797365186556,-1.3732291363421507,-1.4579610185385854,-0.15237569945759505,-0.22624346510929022,272748.0,Demdema,West Garo Hills,272748
5,5.150397468061777e-70,1.186818657644558e-115,0.0,1.6584620908581887e-102,1.0,0.0,1.0783466476911079,9.605068675705835,7.936810269019902,1.6478296415305016,1.31608619525196,-0.6082499525883936,-3.1730008115931305,-2.839835329602809,1.7483863014269412,1.1808979463289975,-0.24188960527557257,0.44842898112966245,0.9242183722586584,-1.0303377388253794,0.21035449060535952,0.9450992116175032,-1.3541232982096048,0.4988062559945351,0.23885046145304678,0.731353270334485,272749.0,Demdema,West Garo Hills,272749
6,1.6096607214450038e-109,1.2148889526993103e-176,0.0,1.912289797241415e-264,1.0,0.0,3.0199963884136505,9.747757196904546,14.783713216297915,-0.6433129932165756,2.4055066574542225,-1.3577344688110604,-4.8435661348552275,-3.513461360976205,4.639728723794648,2.253511951041463,-3.3150902573819314,-0.4525970142711292,1.6745237160750326,-0.6092465054343306,-0.7520772236460672,2.8915038693720616,-2.02459697987042,-0.5753818931114592,0.37658619467061816,0.2875058789865792,272750.0,Demdema,West Garo Hills,272750
7,1.183944500518293e-109,6.305124193480072e-190,0.0,6.813286265689653e-284,1.0,0.0,2.621108680674753,8.449876524259349,15.690268142157873,0.3511271170582827,3.735767251165323,-2.3305655654420576,-3.9143453475363357,-4.22428132335116,5.614903678652433,4.292844010819393,-2.8663416210978245,0.3151817985988049,2.888655984905989,0.32792465892487604,0.14483134034067388,4.081899023493933,-1.5726962679714955,-1.2527570337057305,-0.017284645087233014,-0.7753059472583347,272751.0,Demdema,West Garo Hills,272751
8,1.2878685911094362e-52,1.7502143031892802e-99,0.0,2.0406814507887536e-61,1.0,0.0,0.04616693288646117,8.854224802490513,5.906363020409236,0.48084806820785225,1.1233497569260877,-0.5832547384228254,-2.2859503296692307,-1.7348775570233845,2.4703322089347286,1.423101108954319,-0.29780647835565777,1.071228157741871,-0.5051677476316316,-1.0250149384624956,0.22396043246352568,0.7415756365017498,-1.8490735415826065,0.30913942158446545,-0.31492889359977605,0.9212610728933628,272752.0,Demdema,West Garo Hills,272752
9,7.862990772565184e-109,1.2411070578751015e-199,0.0,5.1915269842269465e-298,1.0,0.0,2.4143578467308955,8.066413091995521,16.18466279435866,-1.3587475177425168,3.368241699629452,-2.4158640522416466,-4.419783717525924,-4.299266185181073,5.691290125418635,5.764076375296782,-2.9370004195144173,-1.2021281807262165,1.8914908949947866,0.35836330529877214,-0.14522965965485116,3.5691756915955115,-1.9586286359641418,-1.789516783186524,0.008098346316156801,-0.8643707561544098,272753.0,Demdema,West Garo Hills,272753
